URL,Técnica,Tamaño,AP0,AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP9
https://www.christies.com/en/lot/lot-6298665?ldp_breadcrumb=back,oil on panel,16 ¾ x 14 ¾ in. (42.5 x 37.5 cm.),"Alfred Edwin Peto Bennett (1905-1996), and by descent to the present owners.","Acquired shortly afterwards by Charles Peto Bennett (1856-1940) (m. Kristine Elisabeth ‘Kiss’ Gudde), and by descent to his son,","Jan Pieter Six van Hillegom (1824-1899) and Pieter Hendrik Six van Vromade (1827- 1905), and by descent; Frederik Muller & Cie., Amsterdam, 16 October 1928, lot 36 (78,000 florins to J. van Wisselingh), illustrated.","Lucretia Johanna van Winter (1785-1845), Amsterdam, whose collection was merged into the Six van Hillegom-van Winter collection upon her marriage in 1822 to Hendrik Six van Hillegom (1790-1847), and by descent to their sons,","with Louis Bernard Coclers (1741-1817), Amsterdam, from whom acquired through Jeronimo de Vries on 11 June 1811 for 8,001 Dutch guilders by the following,","with Alexandre Joseph Paillet (1743-1814), Paris, by whom entrusted to the following to sell in 1811,","Achille Joseph Robert de Lignerac, duc de Caylus (c. 1733-1783), Paris.","Louis-François de Bourbon, Prince de Conti (1717-1776), Paris; his sale (†), Palais du Temple, Paris, 21 April 1777 (=14th day), lot 372, where acquired for 10,900 livres by the following,","Étienne François, Marquis de Stainville, duc de Choiseul (1719-1785), Paris.","with Pierre Rémy (d. after 1787) and Jacques François Boileau (1720-1785), Paris, from whom acquired by the following,"
https://www.christies.com/en/lot/lot-6298666?ldp_breadcrumb=back,oil on panel,31 x 44 7/8 in. (78.7 x 114 cm.),"with Carlo De Carlo, Florence, where acquired by the father of the present owner in 1974.",,,,,,,,,
https://www.christies.com/en/lot/lot-6298667?ldp_breadcrumb=back,oil on panel,31 x 44 7/8 in. (78.7 x 114 cm.),"with Carlo De Carlo, Florence, where acquired by the father of the present owner in 1974.",,,,,,,,,
https://www.christies.com/en/lot/lot-6298669?ldp_breadcrumb=back,"oil on panel, marouflaged",31 1/8 x 22 ¾ in. (79.2 x 57.7 cm.),The work is being offered for sale pursuant to a settlement agreement between the current owner and the heirs of Dr Max and Ellinor Alsberg. This settlement agreement resolves the dispute over ownership of the work and title will pass to the successful bidder.,"Anonymous sale; Franco Semenzato & C.S.a.s., Venice, 23 October 1983, as 'Benedetto Ghirlandaio', when acquired by the present owner.","Corcos collection, Rome, by 1976.","with Giovannella Goffi Carboni, Rome, by 1971.","Bardi collection, Rome, by 1946.","Sale, Van Marle & Bignell, The Hague, 1-2 July 1941, lot 29, as ‘Giovanni Batista Utili da Faenza’ (unidentified Italian buyer).","Confiscated by the Sammelverwaltung feindlicher Hausgeräte (Heim in Holland) at De Gruijter & Co, The Hague, April 1941;","Ellinor Alsberg née Sternberg (1888-1965), Berlin and London;","Prof Dr jur Max Alsberg (1877-1933), Berlin, and by descent to the following,","with A.S. Drey, Munich, as 'Utili da Faenza', from whom acquired in November 1925 by the following,"
https://www.christies.com/en/lot/lot-6298671?ldp_breadcrumb=back,"tempera and oil on panel, inset","13 1/8 x 9 3/8 in. (33.3 x 23.7 cm.), including later additions of approx. 2 x 2.5 cm.","with Galerie D’Atri, Paris, where acquired by the grandparents of the present owner in circa 1955.","with Schachna Maurice Salomon, London, by 1931, with his International Art Galleries Ltd., by whom taken to New York by circa 1937, with his European Art Galleries Inc., until at least 1940.","with Arthur L. Nicholson, London.","with Josiah Taylor, Pall Mall; his sale, Phillips Son & Neale, London, 28 June 1828 (=6th day), lot 499, as 'Domenico Ghirlandaio...Salvator Mundi. An exquisite specimen of the master of Michael Angelo, and in fine preservation, 32 x 23', where unsold and re-offered at Phillips Son & Neale, London, 28 July 1832 (=2nd day), lot 156, where sold for 46 gns.",,,,,,
https://www.christies.com/en/lot/lot-6298674?ldp_breadcrumb=back,oil on panel,27 ½ x 21 ½ in. (54.5 x 52 cm.),"Anonymous sale [Property from an Important European Collection]; Christie’s, London, 6 December 2011, lot 22 (£1,015,650), when acquired by the present owner.","Anonymous sale; Hans W. Lange, Berlin, 12 March 1941, lot 2 (11,000 Reichsmarks).","Helene Tepelmann, née Vieweg (d. 1939); her sale (†), Lempertz, Cologne, 1 February 1940 (=1st day), lot 13 (12,500 Reichsmarks).","Heinrich Vieweg (1826-1890), Schloss Wendhausen, Brunswick; Lepke, Berlin, 18 March 1930, lot 24 (8,800 Reichsmarks).","with Murray Marks (1840-1918), Florence, from whom acquired in 1884 by the following,","Wilhelm von Bode (1845-1929), from whom acquired by the following,","A seal with the Habsburg arms establishes that the picture was exported from Northern Italy, under Austrian control between 1815 and 1866.",,,
https://www.christies.com/en/lot/lot-6298675?ldp_breadcrumb=back,oil on panel,48 1/8 x 35 in. (122.3 x 88.9 cm.),"with Richard Green, London, by 1981, where acquired by the present owner.","Anonymous sale; Sotheby's, London, 10 December 1980, lot 112.",,,,,,,,
https://www.christies.com/en/lot/lot-6298677?ldp_breadcrumb=back,oil on copper,6 ¾ x 5 5/8 in. (17.1 x 14.3 cm.),"Alfred Edwin Peto Bennett (1905-1996), and by descent to the present owners.","Acquired shortly afterwards by Charles Peto Bennett (1856-1940) (m. Kristine Elisabeth ‘Kiss’ Gudde), and by descent  to his son,","with D.A. Hoogendijk, Amsterdam.","The Alte Pinakothek, Munich (inv. no. 547), by whom sold by ministerial decree in 1929 to the following,","Picture Gallery of Schloss Schleißheim, mentioned in the inventories of 1748 (the earliest existing inventory, p. 4, recto), and moved by 1839 to,","Elector Franz Stefan I of Bavaria (1708-1765), and by descent in the Bavarian Electoral and Royal Collection, and subsequently the Bayerische Staatsgemäldesammlungen until 1929, in the following locations:",(Probably) bought by Elector Maximilian II Emanuel of Bavaria (1662-1726) at the beginning of the 18th century for his Gallery in Schloss Schleißheim.,,,
https://www.christies.com/en/lot/lot-6298678?ldp_breadcrumb=back,oil on canvas,30 x 24 ¾ in. (76.3 x 62.8 cm.),"with Richard Green, London, by 1994, from whom acquired by the present owner.","Anonymous sale [From a Deceased Estate; Sold in Conjunction with Lawrence Fine Art of Crewkerne]; Christie’s, London, 15 April 1992, lot 2, as ‘Attributed to Rachel Ruysch’.",,,,,,,,
https://www.christies.com/en/lot/lot-6298679?ldp_breadcrumb=back,oil on canvas,19 7/8 x 23 7/8 in. (50.6 x 60.8 cm.),"Anonymous sale [The Property of a Gentleman]; Sotheby's, London, 6 July 2000, lot 59 (£388,500), where acquired by the late Betty Lady Grantchester.","with Noortman, London and Maastricht.","Anonymous sale; Christie's, London, 15 April 1992, lot 24 (£198,000).","Private collection, Yorkshire, after 1962, until 1992.","with Thomas Agnew & Sons, London.","Charles Russell; (†) Sotheby's, London, 7 December 1960, lot 2 (£8,500 to the following).",R.P. Silcock.,"with Thomas Agnew & Sons, London.","Lionel de Rothschild (1882-1942), and acquired from his executors by the following in 1946,","Baron Leopold de Rothschild (1845-1917), and by descent to his son,"
https://www.christies.com/en/lot/lot-6298680?ldp_breadcrumb=back,oil on canvas,34 ¼ x 26 ¼ in. (87 x 66.6 cm.),"Boniface of Castellane (1867-1932) and Anna Gould (1875-1961), Palais Rose, Avenue Foch, Paris, and by descent.",,,,,,,,,
https://www.christies.com/en/lot/lot-6298681?ldp_breadcrumb=back,oil on canvas,36 5/8 x 43 ¾ in. (93 x 111 cm.),"with Jack Kilgore & Co., New York, 2005, from whom acquired by the present owner.","Private collection, The Netherlands.","with Jack Kilgore & Co., New York, 1994.","Private collection, United Kingdom.","with Spencer A. Samuels and Company, Santa Monica, 1992.","Sir Charles Blomefield, Clapton Manor, Clapton, Gloucestershire, 1989.","Ginsberg collection, South Africa, until 1989.","with Trafalgar Galleries, London, by 1973.","Anonymous sale; Rasmussen, Copenhagen, 7-21 May 1969, lot 530.","Private collection, Denmark, 1943."
https://www.christies.com/en/lot/lot-6298682?ldp_breadcrumb=back,oil on canvas,30 ¼ x 25 in. (76.2 x 63.5 cm.),In the collection of the present owner by 1961.,"Sir Claud Alexander, 2nd Bt. (1867–1945), Ballochmyle, Ayr, Scotland.",,,,,,,,
https://www.christies.com/en/lot/lot-6298683?ldp_breadcrumb=back,"oil on canvas, octagonal, unframed",36 ¾ x 30 ½ in. (93.3 x 77.5 cm.),"Elizabeth Wheler, née Hall (d. 1912), Ledston Hall, Yorkshire, and by descent to the present owner.","Colonel John Bullen-Symes Bullen (b. 1847) and Mrs. Blanch Mary Bullen (née Townend, d. 1886), Catherston-Leweston, and Marshwood Manor, Dorsetshire, by descent to,","Anonymous sale [The Property of Thomas Townend, Esq., Deceased, Late of Brighton]; Christie's, London, 14 July 1883, lot 71, as 'Carlo Dolce, Christ Crowned with Thorns, in rosewood case, and with easel stand' (unsold), and by descent to,","William Thomas Townend Hall (d. 1883), Syndale House, Faversham, by 1857.","Daniel Wade Acraman (1775-1847), Bristol; his sale (+), Christie's, London, 22 August 1842, lot 60 (£147 to Farrer).","Casimir-Pierre Périer (1777-1832), Paris.",,,,
https://www.christies.com/en/lot/lot-6298684?ldp_breadcrumb=back,oil on canvas,46 1/8 x 41 5/8 in. (117.2 x 105.7 cm.),"with Kunsthandlung Röbbig, Munich.","Anonymous sale [A Mansion: a Private Collection]; Sotheby's, London, 28 April 2015, lot 63.","with Partridge Fine Art, London.","Anonymous sale [Property of a Gentleman]; Sotheby's, London, 1 November 1978, lot 26.","Margaret Dunlap Behn (1891-1977); (†), Christie's, New York, 15 June 1977, lot 59.","Mary Clarke Thomson, New York, 1947.","with Wildenstein, New York, 1926.","Anonymous sale [Appartenant à Madame D...]; Galerie Georges Petit, Paris, 22 May 1924 [=1st day], lot 64.","Madame Marinoni, by 1912.",
https://www.christies.com/en/lot/lot-6298685?ldp_breadcrumb=back,oil on canvas,28 3/8 x 21 7/8 in. (72.2 x 55.6 cm.),"Private collection, central France, from whom acquired in circa 2000 by the present owner.","Marie-Lucie Falconet, Baroness de Jankowitz (1778-1866).","Anne-Marie Falconet, née Collot (1748-1821), sculptor at the Imperial Academy, Saint Petersburg, and by descent to her daughter,","(Probably) Maurice-Etienne Falconet (1716-1791), sculptor at the Académie royale, and by descent to his daughter-in-law,",,,,,,
https://www.christies.com/en/lot/lot-6298687?ldp_breadcrumb=back,"red chalk, pen and red ink, watercolour and bodycolour with scratching out, on blue-grey paper",5½ x 7½ in. (14 x 19 cm.),Ladislaus von Hoffmann and by descent to the present owner.,"with Agnew's, London, where purchased by the following","Sir Donald Currie, and by descent.","Myles Birket Foster; Christie's, 28 April 1894, lot 46 (48 gns to Vokins).",Hannah Cooper.,"Charles Stokes, and by descent to the following",,,,
https://www.christies.com/en/lot/lot-6298688?ldp_breadcrumb=back,"oil on canvas, unframed",19 x 26 1/8 in. (48.2 x 66.3 cm.),"(Probably) with Agnew's, circa 1930s, when acquired by the father of the present owner.","William Lee; Christie's, London, 22 June 1888, lot 453 (390 gns. to Koekkock).","Lt. Col. Kenneth Henderson, 38 Queens Gate Terrace, London; Christie's, London, 18 February 1882 [=3rd Day], lot 340 (200 gns. to Martin Colnaghi).","John Henderson (1797-1879), 3 Montague Street, Russell Square, London, by 1857, and by inheritance to,","(Possibly) William Wells, Redleaf; his sale (†), Christie's, London, 12 May 1848 (=1st day), lot 12 (37 gns. to White of Bond Street).",,,,,
https://www.christies.com/en/lot/lot-6298689?ldp_breadcrumb=back,oil on canvas,22 3/8 x 43 ¼ in. (56.8 x 109.8 cm.),"Adelaide Durlacher (c.1831-1915), Eastbourne; (†) Christie's, London, 25 June 1915, lot 24, to Jeffries, and by descent to the present owner.","Henry Durlacher (1825-1903), London; Christie's, London, 24 February 1872, lot 132, unsold, and by inheritance to,","The Minims of the Convent of Trinità dei Monti, Rome.","Commissioned from the artist in 1712 by Michel-Ange de La Chausse (1660-1724), by whom bequeathed after 7 September 1724 to the following (listed as part of a set of four in his will, dated 1 May 1722: 'quattro quadri di vedute dipinti a oglio in tele di quattro palmi incirca basse dal Cavaliere Gasparo van Withel [sic.] rappresentanti Venezia, Messina, Napoli e Sanpietro di Roma').",,,,,,
https://www.christies.com/en/lot/lot-6298690?ldp_breadcrumb=back,oil on canvas,22 3/8 x 43 ¼ in. (56.8 x 109.8 cm.),"Adelaide Durlacher (c.1831-1915), Eastbourne; (†) Christie's, London, 25 June 1915, lot 27, incorrectly described as 'Naples from the Mola di Gaeta', to Jeffries, and by descent to the present owner.","Henry Durlacher (1825-1903), London; Christie's, London, 24 February 1872, lot 129, incorrectly described as 'Naples from the Mola di Gaeta', unsold, and by inheritance to,","The Minims of the Convent of Trinità dei Monti, Rome.","Commissioned from the artist in 1712 by Michel-Ange de la Chausse (1660-1724), by whom bequeathed after 7 September 1724 to the following (listed as part of a set of four in his will, dated 1 May 1722: 'quattro quadri di vedute dipinti a oglio in tele di quattro palmi incirca basse dal Cavaliere Gasparo van Withel [sic.] rappresentanti Venezia, Messina, Napoli e Sanpietro di Roma').",,,,,,
https://www.christies.com/en/lot/lot-6298692?ldp_breadcrumb=back,oil on canvas,26 x 22 ¼ in. (66 x 56.5 cm.),"The Earls of Lonsdale, by 1887, and by descent to the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6298694?ldp_breadcrumb=back,oil on canvas,16 7/8 x 12 in. (42.9 x 30.5 cm.),"Henry Lowther, 3rd Earl of Lonsdale (1818-1876), and by descent to the present owner.","Willett L. Adye (1818-1878), by whom sold; The Pictures and Sketches by William Hogarth collected by the late H.R. Willett, Christie's, London, 10 July 1869, lot 62, as 'William Hogarth. Broughton the Pugilist - small whole-length - lithographed. From Lord Camden's Collection' (72 gns. to King, probably for the following).","Henry Ralph Willett (1786-1857), Merley House, Wimborne, Dorset, by 1842, and by inheritance to his cousin,","John Jeffreys Pratt, 1st Marquess Camden, KG, PC (1759-1840), London, by 1817; Christie's, London, 12 June 1841, lot 8, as 'Hogarth. Portrait of a celebrated Quarter-staff Player. Painted for Mr. Pratt (16 gns. to Smith, presumably for the following).","(Possibly) John Rich, London; his sale (†), Langford, London, 2 April 1762, lot 68, as 'Mr. Hogarth. A Portrait of Mr. Rich’s Gardener at Cowley – The landscape by Mr. Lambert'.",,,,,
https://www.christies.com/en/lot/lot-6289145?ldp_breadcrumb=back,,,"Private collection, France.",,,,,,,,,
https://onlineonly.christies.com/s/old-master-paintings-sculpture/studio-francois-lemoyne-paris-1688-1737-105/101523?ldp_breadcrumb=back,,323⁄8 x 261⁄4 in. (82.2 x 66.6 cm.),"Château de Brissac, near Angers.",,,,,,,,,
https://onlineonly.christies.com/s/old-master-paintings-sculpture/italian-15th-16th-17th-century-122/101513?ldp_breadcrumb=back,,,"Baron Jean Germain Léon Cassel van Doorn (1882–1952) and Baroness Marie Cassel van Doorn, Brussels; Paris and Cannes; and Englewood, New Jersey (the largest).",,,,,,,,,
https://www.christies.com/en/lot/lot-6282055?ldp_breadcrumb=back,oil on panel,16 5/8 x 26 ½ in. (42.2 x 67.3 cm.),"with Richard Green, London, where acquired by the present owner.","Anonymous sale; Phillips, London, 20 April 1993, lot 104.",,,,,,,,
https://www.christies.com/en/lot/lot-6282056?ldp_breadcrumb=back,oil on panel,10 7/8 x 13 3/8 in. (27.5 x 33.8 cm.),"with Arends Tammes Fine Art, Antwerp, where acquired by the present owner in 2010.","Private collection, Italy.",,,,,,,,
https://www.christies.com/en/lot/lot-6282060?ldp_breadcrumb=back,"black chalk, gray-green wash, gray ink framing lines",6 x 10 ½ in. (15.2 x 26.7 cm.),"Anonymous sale; Christie's, Amsterdam, 10 November 1997, lot 60, where acquired by the present owner.","with Kunsthandel Kornfeld & Klipstein, Bern (Lagerkatalog, 1977, no. 8).","Prof. Dr. F. Merke, Basel; Kornfeld & Klipstein, Bern, 11 June 1976, lot 85.","with Marg. Schulthess, Basel.","Louis Deglatigny (1854-1936), Rouen (L. 1768a); Hôtel Drouot (Féral, Catroux & Huteau), Paris, 14 June 1937, lot 110.",,,,,
https://www.christies.com/en/lot/lot-6282061?ldp_breadcrumb=back,oil on panel,17 x 25 ½ in. (43.2 x 64.8 cm.),"with Anthony A.P. Stuempfig, Philadelphia, where acquired by the present owner in 1990.","Edward Bok (1863-1930), Philadelphia.",,,,,,,,
https://www.christies.com/en/lot/lot-6282062?ldp_breadcrumb=back,oil on panel,21 x 27 in. (53.3 x 68.6 cm.),"with David Koetser, Zürich, where acquired by the present owner in 2000.","Mrs. Ania Pevsner, Muizenberg, Cape Province; (†), Christie’s, London, 7 April 1995, lot 13.","Sir Alfred Lane Beit, 2nd Bt. (1903-1994), England and South Africa, and by whom sold circa 1952 to","Sir Otto Beit, 1st Bt. (1865-1930), 49 Belgrave Square, London, and by descent to his son","Alfred Beit (1853-1906), 26 Park Lane, London, by 1904, and by inheritance to his brother","Mme Brooks; her sale (†), Pillet and Haro, Paris, 16 April 1877, lot 51.",,,,
https://www.christies.com/en/lot/lot-6282063?ldp_breadcrumb=back,oil on panel,12 x 18 3/8 in. (30.5 x 46.7 cm.),"with Salomon Lilian, Amsterdam, where acquired by the present owner in 1996.","with Dennis Vanderkar, London, before 1970.","Alexander Stahlberg (1912-1995), Hannover.","Walter Stahlberg (1873-1953), Berlin, by 1938, and by descent to his son",,,,,,
https://www.christies.com/en/lot/lot-6282064?ldp_breadcrumb=back,oil on panel,29 3/8 x 43 in. (74.6 x 109.2 cm.),"Anonymous sale; Phillips, London, 12 December 2000, lot 66, where acquired by the present owner.","Anonymous sale; Sotheby’s, London, 6 July 1983, lot 76.","Private collection, Germany.","Edward W. Carter (1911-1996), Los Angeles, until 1973.","with H. Shickman Gallery, New York, by 1968.","with H. Terry-Engell Gallery, London.","Louis Elise van Leeuwen Boomkamp, Twello, The Netherlands; Sotheby’s, London, 19 April 1967, lot 17, where acquired for £8,500 by the following","Pieter van Leeuwen Boomkamp, Hilversum and Naarden, by November 1929, and by descent to","Burton; Robinson and Fisher, London, 16 May 1928, lot 35 (£1155).","Herman Aarentz, Deventer; his sale, De Winter and Yver, Amsterdam, 11 April 1770, lot 73 (f 60 to Yver)."
https://www.christies.com/en/lot/lot-6282065?ldp_breadcrumb=back,oil on canvas,31 ½ x 41 5/8 in. (80 x 105.7 cm.),"with Johnny van Haeften, London, where acquired by the present owner in 2004.","Private collection, Switzerland, until 2003.","with Dr. Otto Wertheimer, Paris, by 1959.","with Dr. Karl Lilienfeld, New York.","Adolf Mayer, The Hague and New York, by 1936.","with M. Knoedler & Co., New York.","[The Property of a Lady]; Christie’s, London, 28 July 1922, lot 56 (480 gns. to Sargent).","Mrs. Murray Baillie, London, and by whom sold",,
https://www.christies.com/en/lot/lot-6282066?ldp_breadcrumb=back,"oil on panel, circular",6 5/8 in. (16.8 cm.) diam.,"with Johnny van Haeften, London, where acquired by the present owner in 1992.","Private collection, by 1988.","Anonymous sale; Sotheby's, London, 12 October 1983, lot 84, as Christoffel van den Berghe.","Eric F. Heckett, Esq. (1928-1991), and by whom sold","Dr. A.K. Kaufman, London.",,,,,
https://onlineonly.christies.com/s/old-masters-paintings-sculpture/abraham-danielsz-hondius-rotterdam-1625-30-1691-london-85/93625?ldp_breadcrumb=back,,351⁄2 x 327⁄8 in. (90.2 x 83.5 cm.),"Anonymous sale [Property from a Texas Collection]; Christie's, New York, 8 June 2011, lot 17.",,,,,,,,,
https://www.christies.com/en/lot/lot-6272663?ldp_breadcrumb=back,,,"Koller, Zurich, Italian Manuscript Illuminations, 18 September 2015, lot 129.","Bruce Ferrini, of Akron (OH), 1995.","Swiss private collection, 1990.","with Schuster Gallery, London, 1988.","Augustinian Hermitage at Lecceto, Siena.",,,,,
https://www.christies.com/en/lot/lot-6272665?ldp_breadcrumb=back,oil on canvas,38 7/8 x 33 ¼ in. (98.6 x 84.5 cm.),"with Walter Andreas Hofer, Munich, from whom acquired by the current owner in 1957.","with Kunstsalon (Gemälde-Galerie) Abels, Cologne, 1954.","(Possibly) with the German Embassy, London (according to a note on the reverse).",Gräfin Hatzfeldt (according to a label on the reverse).,,,,,,
https://www.christies.com/en/lot/lot-6272666?ldp_breadcrumb=back,oil on panel,29 x 21 ½ in. (73.7 x 54.6 cm.),"with Luigi Scagliotti, Turin and Sanremo, from whom acquired in 1972 by the mother of the present owner.","Private collection, Milan, by 1930.",,,,,,,,
https://www.christies.com/en/lot/lot-6272667?ldp_breadcrumb=back,,,Private American collection.,"Hale family of Alderley, Gloucestershire.",Bound in the late 18th or early 19th century by the Edwards family of Halifax.,"Mary Stuart, Queen of Scots (1542-1567) and Queen Consort of France (1559-1560).","Louise de Bourbon, abbess of Fontevraud (1534-1575).",,,,,
https://www.christies.com/en/lot/lot-6272668?ldp_breadcrumb=back,oil on panel,11 3/8 x 8 5/8 in. (28.9 x 22 cm.),"Edward Smith-Stanley, 13th Earl of Derby (1775–1851), and by descent.","George, 7th Earl Waldegrave (1816-1846); Strawberry Hill sale, Robins, in situ, 17 May 1842 (=20th day), lot 29, as ‘Quintin Matsys’, where acquired for 21 gns. by the following,","Elizabeth, Countess Waldegrave (1760-1816), and by descent to the following,","Maria (née Walpole), H.R.H. Duchess of Gloucester and Edinburgh (1736-1807), by whom bequeathed to her eldest daughter by her first marriage,","Anne Seymour Damer (1748-1828), and by inheritance with the house to the following,","Horace Walpole, 4th Earl of Orford (1717-1797), Strawberry Hill, Twickenham, by whom bequeathed with the house to the following,","Sir Robert Walpole, 1st Earl of Orford (1676-1745), Houghton Hall, Norfolk, and by inheritance to his son,",,,
https://www.christies.com/en/lot/lot-6272669?ldp_breadcrumb=back,oil on panel,49 ½ x 35 1/8 in. (125.8 x 89.2 cm.),"Private collection, Switzerland, by 1963, and by descent.","Städtische Kunstsammlung, Augsburg, inv. no. 6090.","Hofrat Sigmund Röhrer (1861-1929), Augsburg, by whom given in 1924 to the following,",,,,,,,
https://www.christies.com/en/lot/lot-6272670?ldp_breadcrumb=back,oil on canvas,33 ¾ x 26 in. (85.5 x 66 cm.),"Acquired by the present owner in 1986; Sotheby’s, London, 9 December 2009, lot 11.","(Probably) Sir John Hanmer, 3rd Bt. (1809-1881), mid-19th century, possibly at Bettisfield Park, Hanmer, Wrexham, Wales (with a seal of the Hanmer family crest on the reverse).","Unknown Venetian collection, from where appropriated by the Reale Accademia delle Belle Arti, Venice, at the beginning of the 19th century and released onto the Art Market.","(Possibly) Commissioned by Vincenzo I Gonzaga, Duke of Mantua (1562-1612), for his ‘Gallery of Beauties’.",,,,,,
https://www.christies.com/en/lot/lot-6272671?ldp_breadcrumb=back,oil on panel,7 1/8 x 6 in. (18 x 15.1 cm.),"Anonymous sale; Sotheby's, Paris, 27 June 2013, lot 33 (€493,500), when acquired by the present owner.","Flemish private collection, by the 19th century, and by descent until 2013.",,,,,,,,
https://www.christies.com/en/lot/lot-6272672?ldp_breadcrumb=back,coloured chalks on buff paper,13 ½ x 9 ¼ in. (34.3 x 23.5 cm.),"Anonymous sale; Christie’s, London, 16 June 2010, lot 110, when purchased by the present owner.","John Byng Kenrick, and by descent to","William Kenrick, M.P. by November 1892; by descent to the following","with The Goupil Gallery, London, where purchased by the following",,,,,,
https://www.christies.com/en/lot/lot-6272673?ldp_breadcrumb=back,marble,50 in. (127 cm.) high,"Anonymous sale; Sotheby's, London, 7 December 1995, lot 74, as '16th Century Neapolitan style', when acquired by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6272674?ldp_breadcrumb=back,"on gold ground panel, in an integral frame",41 ¾ x 31 7/8 in. (106.1 x 81 cm.),Acquired by the mother of the present owner in 1969.,"Dalmau collection (probably Josep Dalmau 1867-1937), Barcelona, by 1911.",,,,,,,,
https://www.christies.com/en/lot/lot-6272677?ldp_breadcrumb=back,"marble relief; Lucretia standing in the centre and plunging a dagger into her bosom, flanked by two attendant figures",19 x 16 7/8 in. (48.3 x 42.9 cm.),Purchased by the father of the present owner in the early 1950s and by descent.,,,,,,,,,
https://www.christies.com/en/lot/lot-6272678?ldp_breadcrumb=back,"oil on panel, the upper left corner made up",31 x 10 ½ in. (78.7 x 26.7 cm.),"Anonymous sale; Christie's, New York, 7 June 2002, lot 79, as 'Circle of Joachim Patinir', when acquired by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6272679?ldp_breadcrumb=back,,,"Ricardo Heredia y Livermoore, Count of Benahavis (1831-1896).","Perhaps made for Marie de Balsac, first wife of the noted bibliophile Louis Malet de Graville, Admiral of France (1438-1516).",,,,,,,,
https://www.christies.com/en/lot/lot-6272680?ldp_breadcrumb=back,"oil on panel, shaped top",the central panel: 42 ¼ x 30 in. (107.3 x 76.2 cm.); the wings: 41 ¾ x 13 in. (106 x 33 cm.),"Anonymous sale [Property from a Distinguished Private Collection]; Christie’s, New York, 30 January 2013, lot 126 ($530,500), when acquired by the present owner.","with Danny Katz, London, 1991.","Anonymous sale; Sotheby's, London, 6 July 1983, lot 2, as ‘The Master of the von Groote Adoration’.",,,,,,,
https://www.christies.com/en/lot/lot-6272681?ldp_breadcrumb=back,Vultur Volaris 2,6in. (18cm.) diameter,"By family repute with Christophe Paulin de Le Chevalier de Freminville (1787-1848), and by descent.",,,,,,,,,
https://www.christies.com/en/lot/lot-6272682?ldp_breadcrumb=back,"oil on panel, shaped top, unframed",14 ¾ x 12 ¼ in. (37.5 x 31.2 cm.),"Anonymous sale [Property of a Lady]; Sotheby's, London, 4 April, 1984, lot 14, as 'Circle of Hans Holbein the Younger' (£10,780), when acquired by the present owner.","with Colnaghi, London.","Samuel Herman de Zoete (1810-1884), Pickhurst Mead, Hayes; his sale (†), Christie's, London, 8 May 1885, lot 244, as 'Holbein' (312 gns. to Mr. Kay).",,,,,,,
https://www.christies.com/en/lot/lot-6272683?ldp_breadcrumb=back,marble busts; each on a circular marble socle,"16 and 16 ¾ in. (40.8 and 42.5 cm.) high; 22 ¼ and 23 ½ in. (56.5 and 59.7 cm.) high, overall","Purchased 19 March 1726 by James, 10th Earl of Derby for £10 as by Bernini ('Received…the sum of twenty one pounds for Drawing his Lordships Picture in halfe length and the sum of ten pounds for two Busts modelled by Bernini…’), and by descent.",,,,,,,,,
https://www.christies.com/en/lot/lot-6272684?ldp_breadcrumb=back,"oil on canvas, unframed",25 1/2 x 20 in. (65 x 52 cm.),In the family of the present owners since the 19th century.,,,,,,,,,
https://www.christies.com/en/lot/lot-6272685?ldp_breadcrumb=back,oil on canvas,20 ¼ x 16 in. (51.5 x 40.7 cm.),,,,,,,,,,
https://www.christies.com/en/lot/lot-6272688?ldp_breadcrumb=back,"oil on canvas, unframed",34 7/8 x 23 ¾ in. (88.7 x 60.4 cm.),In the family of the present owner since the 19th century.,,,,,,,,,
https://www.christies.com/en/lot/lot-6272689?ldp_breadcrumb=back,"Tapering cylindrical and on spreading rim foot engraved with inscriptions, the matted body engraved with four oval medallions, one depicting the temptation of Eve, the others with the cardinal and inscribed virtues 'Be faithful unto death' and 'Hope well have well' and 'Given the poore Sent the Lord' all below further inscriptions, the tubular scroll handle engraved with initials 'FIM', the matted hinged domed cover with bifurcated scroll thumbpiece, the rim engraved with a merchant's mark and inscription terminating with a heart and clasped hands, the centre with a similar merchant's mark and later added date '1595' and '1st Eliz.', fully marked on base and cover",6 in. (15.2 cm.) high,"An Irish Pension Fund; Christie's, New York, 30 October 1991, lot 305.","G.S. Sanders Esq.; Christie's, London, 21 May 1975, lot 190.","Gerald Sidney Sanders (1911-1982), collector and chairman of Sanders and Co., jewellers.","with How of Edinburgh, 1961.","The Makower Collection; Sotheby's London, 16 March 1961, lot 142","Rachel Makower (d.1960), of Holmwood, Birchfield Heath, Henley.","Ernest Samuel Makower F.S.A. (1876-1946), collector, philanthropist, then to his widow,","with Walter H. Willson, London, 1932.","Sydney Loder; Sotheby's, London, 23 June 1931, lot 152.","Sydney Loder (1867-1944), Greenfield Lodge, Market Harborough,"
